Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Weather_Impact,Traffic_Multiplier,is_morning_rush,is_evening_rush,is_peak_hours,is_weekend,high_impact_trip,condition_score,distance_x_conditions
25.83,1.0,3.77,1.15,0.31,87.74,77.0499,1.0,1.1,0,1,1,0,0,1.1,28.413
8.35,4.0,3.96,1.81,0.4,43.66,36.5375,1.0,1.1,0,0,0,0,0,1.1,9.185
12.23,4.0,2.77,0.95,0.3,38.38,25.9025,1.0,1.1,0,0,0,0,0,1.1,13.453000000000001
36.39,2.0,3.09,0.64,0.27,67.24,44.5344,1.0,1.0,0,0,0,0,0,1.0,36.39
36.28,2.0,4.53,1.64,0.29,7.73,66.039,1.15,1.0,0,0,0,0,0,1.15,41.722
32.42,4.0,2.58,1.41,0.11,14.18,49.852,1.0,1.0,0,1,1,0,0,1.0,32.42
35.0,2.0,4.48,1.36,0.23,53.07,64.2861,1.3,1.0,1,0,1,0,1,1.3,45.5
27.59,1.0,3.69,0.58,0.49,113.43,75.27289999999999,1.0,1.1,0,0,0,1,0,1.1,30.349000000000004
13.34,4.0,4.29,0.71,0.45,87.97,53.3479,1.0,1.0,0,0,0,1,0,1.0,13.34
17.94,2.0,4.14,1.43,0.29,15.13,33.2741,1.15,1.0,0,0,0,0,0,1.15,20.631
9.9,3.0,2.62,0.81,0.34,102.33,45.4312,1.0,1.1,0,0,0,1,0,1.1,10.89
45.51,4.0,3.71,1.26,0.44,89.21,100.305,1.15,1.1,0,1,1,0,0,1.265,57.57014999999999
29.59,4.0,4.6,1.32,0.28,75.26,64.73160000000001,1.3,1.25,0,0,0,1,1,1.625,48.08375
20.64,3.0,3.3,0.93,0.11,99.33,33.4215,1.0,1.1,0,0,0,0,0,1.1,22.704000000000004
47.42,3.0,3.36,1.22,0.3,30.47,95.9602,1.15,1.25,0,0,0,1,1,1.4375,68.16625
8.51,4.0,2.43,1.58,0.49,63.88,47.177,1.0,1.1,1,0,1,0,0,1.1,9.361
29.73,1.0,3.17,1.22,0.38,68.12,47.488200000000006,1.0,1.0,0,1,1,1,0,1.0,29.73
25.79,2.0,4.86,0.66,0.13,66.91,30.5797,1.0,1.1,0,0,0,0,0,1.1,28.369
30.96,2.0,2.96,1.24,0.18,69.98,53.9468,1.0,1.25,0,0,0,0,1,1.25,38.7
1.89,2.0,4.6,0.74,0.41,114.1,52.77959999999999,1.0,1.0,1,0,1,0,0,1.0,1.89
43.73,4.0,4.64,1.97,0.44,108.76,138.6425,1.0,1.0,1,0,1,0,0,1.0,43.73
25.83,1.0,3.05,0.74,0.35,105.71,74.58429999999998,1.0,1.0,0,1,1,0,0,1.0,25.83
108.14699381139414,1.0,2.25,1.22,0.36,97.16,239.17140732641303,1.0,1.0,1,0,1,0,0,1.0,108.14699381139414
35.14,2.0,4.17,1.05,0.11,113.49,53.550900000000006,1.0,1.1,1,0,1,1,0,1.1,38.654
46.2,1.0,2.93,1.46,0.43,16.33,77.40390000000001,1.0,1.1,1,0,1,0,0,1.1,50.82000000000001
35.65,4.0,4.35,0.69,0.42,35.49,43.8543,1.15,1.0,0,0,0,1,0,1.15,40.997499999999995
8.47,2.0,3.33,1.15,0.2,61.93,25.4565,1.0,1.25,0,1,1,1,1,1.25,10.5875
29.24,4.0,3.46,0.91,0.38,61.86,68.9614,1.15,1.1,0,0,0,1,0,1.265,36.9886
30.73,3.0,4.33,1.83,0.19,63.09,72.553,1.15,1.1,1,0,1,1,0,1.265,38.87345
21.78,4.0,3.15,0.56,0.12,91.02,26.2692,1.0,1.0,0,0,0,0,0,1.0,21.78
37.09,4.0,3.33,1.87,0.18,61.86,76.46470000000001,1.0,1.0,0,1,1,1,0,1.0,37.09
46.78,3.0,3.13,1.75,0.17,34.03,90.7801,1.0,1.1,0,0,0,1,0,1.1,51.458000000000006
46.35,1.0,3.1,0.95,0.24,89.15,68.52850000000001,1.0,1.1,1,0,1,0,0,1.1,50.98500000000001
23.09,3.0,3.58,1.68,0.29,23.94,48.835,1.15,1.25,1,0,1,0,1,1.4375,33.191875
6.55,3.0,4.43,0.55,0.3,45.41,21.6555,1.15,1.1,1,0,1,1,0,1.265,8.285749999999998
49.26,4.0,3.09,1.95,0.29,35.46,109.4304,1.0,1.0,0,0,0,0,0,1.0,49.26
42.11,1.0,3.57,1.29,0.21,45.23,67.3902,1.0,1.25,0,1,1,0,1,1.25,52.6375
7.11,2.0,4.01,0.95,0.11,86.46,20.2751,1.15,1.0,1,0,1,0,0,1.15,8.176499999999999
25.83,3.0,2.81,1.04,0.34,61.86,66.85679999999999,1.3,1.25,1,0,1,0,1,1.625,41.973749999999995
43.62,1.0,2.83,0.6,0.26,68.86,46.90559999999999,1.0,1.25,1,0,1,0,1,1.25,54.525
26.42,3.0,4.8,1.98,0.22,16.49,60.7394,1.0,1.0,0,0,0,1,0,1.0,26.42
29.97,3.0,4.17,0.56,0.45,97.58,64.86420000000001,1.0,1.1,1,0,1,0,0,1.1,32.967
20.55,3.0,3.73,1.48,0.4,47.54,53.16,1.3,1.0,0,1,1,0,1,1.3,26.715000000000003
3.68,3.0,3.94,1.16,0.44,79.58,43.224,1.0,1.1,0,0,0,0,0,1.1,4.048000000000001
17.42,4.0,2.09,1.92,0.3,88.42,62.0624,1.0,1.1,0,0,0,0,0,1.1,19.162000000000003
40.34,1.0,3.85,0.87,0.15,29.11,43.31230000000001,1.0,1.1,1,0,1,1,0,1.1,44.37400000000001
1.23,1.0,3.53,1.3,0.38,106.74,45.6902,1.0,1.0,1,0,1,0,0,1.0,1.23
25.83,1.0,3.64,1.22,0.18,75.87,38.4514,1.0,1.1,0,0,0,0,0,1.1,28.413
20.51,3.0,3.08,1.55,0.28,54.3,50.07450000000001,1.3,1.1,0,1,1,0,1,1.4300000000000002,29.329300000000007
27.33,4.0,2.24,0.6,0.13,25.97,22.0141,1.0,1.25,0,0,0,0,1,1.25,34.162499999999994
46.07,3.0,2.58,0.79,0.43,113.36,87.7201,1.0,1.25,0,0,0,1,1,1.25,57.5875
17.97,3.0,4.85,0.82,0.15,91.83,33.3599,1.0,1.0,1,0,1,1,0,1.0,17.97
18.0,1.0,3.23,1.61,0.46,28.92,45.513200000000005,1.0,1.0,0,0,0,0,0,1.0,18.0
37.14,3.0,3.4,0.78,0.45,43.84,52.0972,1.0,1.0,0,1,1,0,0,1.0,37.14
23.16,2.0,2.16,1.36,0.29,98.11,62.1095,1.0,1.25,1,0,1,0,1,1.25,28.95
25.83,3.0,2.11,0.82,0.4,85.0,45.9582,1.0,1.0,0,0,0,0,0,1.0,25.83
23.17,2.0,4.15,1.79,0.35,93.07,78.1988,1.0,1.0,0,0,0,0,0,1.0,23.17
7.9,3.0,3.61,1.91,0.42,55.74,42.1098,1.0,1.1,0,0,0,0,0,1.1,8.690000000000001
9.64,4.0,3.53,1.28,0.29,87.39,39.4645,1.0,1.1,0,1,1,0,0,1.1,10.604000000000001
25.42,4.0,2.73,1.03,0.41,49.45,49.1871,1.3,1.0,0,1,1,0,1,1.3,33.04600000000001
126.54762829842768,1.0,4.23,0.85,0.28,29.3,224.9146628555729,1.0,1.0,0,0,0,1,0,1.0,126.54762829842768
45.83,3.0,2.5,0.57,0.48,61.86,65.9479,1.0,1.1,1,0,1,1,0,1.1,50.413000000000004
18.76,2.0,2.57,0.9,0.29,117.24,53.4536,1.0,1.25,0,0,0,0,1,1.25,23.450000000000003
25.83,3.0,2.86,1.3,0.41,58.01,68.2181,1.0,1.0,1,0,1,0,0,1.0,25.83
1.64,2.0,2.74,1.92,0.43,82.51,41.3681,1.15,1.1,0,0,0,0,0,1.265,2.0745999999999998
33.51,4.0,3.94,1.09,0.32,67.27,61.9923,1.15,1.0,0,0,0,1,0,1.15,38.5365
9.72,2.0,3.95,1.54,0.17,101.99,36.2571,1.0,1.25,0,0,0,1,1,1.25,12.15
48.09,1.0,4.47,1.23,0.29,92.6,90.4747,1.0,1.25,0,0,0,1,1,1.25,60.112500000000004
8.28,4.0,3.25,1.27,0.49,11.7,19.4986,1.3,1.1,0,0,0,0,1,1.4300000000000002,11.8404
25.83,4.0,2.22,0.9,0.4,119.82,69.336,1.0,1.0,1,0,1,0,0,1.0,25.83
25.83,4.0,2.82,1.18,0.42,91.53,47.375,1.0,1.1,1,0,1,1,0,1.1,28.413
49.85,3.0,4.94,1.21,0.11,104.35,76.737,1.0,1.1,1,0,1,0,0,1.1,54.83500000000001
25.61,3.0,3.79,1.56,0.29,79.89,66.9097,1.0,1.25,0,1,1,0,1,1.25,32.0125
30.17,4.0,4.13,1.91,0.36,103.47,99.0039,1.0,1.1,0,0,0,0,0,1.1,33.187000000000005
4.29,3.0,2.02,0.99,0.43,17.92,13.9727,1.15,1.1,1,0,1,0,0,1.265,5.42685
37.75,2.0,3.55,0.56,0.12,44.99,30.0888,1.3,1.1,0,1,1,0,1,1.4300000000000002,53.98250000000001
11.29,3.0,2.11,1.22,0.44,105.79,62.6572,1.0,1.1,0,1,1,0,0,1.1,12.419
45.0,3.0,3.71,1.32,0.32,28.19,72.13080000000001,1.0,1.25,0,1,1,1,1,1.25,56.25
11.05,4.0,4.76,0.75,0.18,14.0,15.5675,1.0,1.1,0,0,0,0,0,1.1,12.155000000000001
10.34,1.0,4.91,1.64,0.29,95.63,43.8625,1.0,1.1,1,0,1,0,0,1.1,11.374
2.79,1.0,3.62,1.98,0.21,101.08,30.371,1.0,1.0,0,1,1,0,0,1.0,2.79
24.13,1.0,3.37,1.92,0.31,23.71,57.0497,1.3,1.0,0,0,0,0,1,1.3,31.369
28.68,2.0,4.84,1.22,0.12,103.25,40.174,1.15,1.1,0,1,1,0,0,1.265,36.280199999999994
4.22,3.0,4.02,1.81,0.16,83.98,25.095,1.0,1.0,0,1,1,0,0,1.0,4.22
39.0,1.0,2.19,1.56,0.43,64.81,90.8983,1.0,1.0,0,1,1,1,0,1.0,39.0
23.21,4.0,3.4,1.18,0.15,100.48,45.85979999999999,1.0,1.1,0,0,0,0,0,1.1,25.531000000000002
26.7,1.0,2.72,1.31,0.19,53.21,47.8069,1.0,1.1,1,0,1,1,0,1.1,29.37
22.6,1.0,3.41,1.77,0.28,27.31,51.058800000000005,1.0,1.1,0,0,0,0,0,1.1,24.860000000000003
20.64,3.0,3.37,1.22,0.31,37.76,40.2564,1.0,1.0,0,0,0,0,0,1.0,20.64
28.42,3.0,3.75,1.06,0.41,63.09,59.74210000000001,1.3,1.1,0,0,0,0,1,1.4300000000000002,40.640600000000006
8.61,3.0,3.07,1.24,0.28,66.1,32.2544,1.0,1.0,1,0,1,0,0,1.0,8.61
9.91,2.0,2.49,1.22,0.42,97.64,57.075500000000005,1.0,1.1,1,0,1,1,0,1.1,10.901000000000002
43.23,2.0,3.51,0.78,0.35,96.01,70.8329,1.15,1.0,1,0,1,0,0,1.15,49.714499999999994
47.36,1.0,3.52,1.85,0.15,71.86,102.885,1.0,1.0,0,1,1,0,0,1.0,47.36
19.29,3.0,3.99,1.51,0.16,94.79,48.2843,1.0,1.0,0,1,1,1,0,1.0,19.29
25.83,4.0,4.81,0.65,0.26,10.76,28.7716,1.0,1.0,0,0,0,0,0,1.0,25.83
21.03,4.0,4.74,1.41,0.4,105.47,76.5803,1.0,1.0,0,1,1,0,0,1.0,21.03
2.24,3.0,2.63,0.68,0.33,13.69,8.6709,1.0,1.1,0,1,1,1,0,1.1,2.4640000000000004
8.65,3.0,2.12,0.62,0.26,33.37,16.1592,1.15,1.1,0,0,0,0,0,1.265,10.94225
36.08,4.0,3.52,1.29,0.17,84.96,65.2064,1.0,1.0,0,0,0,0,0,1.0,36.08
33.29,3.0,4.48,1.1,0.19,52.09,50.996100000000006,1.0,1.25,0,0,0,0,1,1.25,41.6125
2.33,2.0,3.52,1.38,0.33,105.78,43.0228,1.15,1.0,1,0,1,0,0,1.15,2.6795
11.88,2.0,4.67,0.63,0.27,39.27,22.7573,1.0,1.1,0,0,0,0,0,1.1,13.068000000000001
12.32,3.0,3.8,1.15,0.31,6.37,19.9427,1.0,1.0,0,0,0,0,0,1.0,12.32
33.92,4.0,3.59,0.76,0.17,39.58,36.09780000000001,1.0,1.0,0,1,1,1,0,1.0,33.92
1.97,1.0,2.08,1.98,0.37,71.48,32.428200000000004,1.0,1.1,0,0,0,0,0,1.1,2.1670000000000003
6.1,3.0,2.74,1.34,0.29,48.23,32.1352,1.0,1.1,0,1,1,0,0,1.1,6.71
40.2,3.0,3.38,1.53,0.2,66.51,78.18800000000002,1.0,1.25,1,0,1,0,1,1.25,50.25
9.75,1.0,3.89,0.99,0.3,105.81,45.2855,1.0,1.1,0,0,0,1,0,1.1,10.725000000000001
32.98,3.0,3.67,0.64,0.49,109.94,78.64779999999999,1.0,1.25,1,0,1,0,1,1.25,41.224999999999994
12.67,1.0,3.52,1.96,0.23,35.59,37.2489,1.3,1.0,1,0,1,0,1,1.3,16.471
5.87,4.0,2.84,0.93,0.34,58.15,28.0701,1.0,1.0,0,1,1,1,0,1.0,5.87
36.39,4.0,2.26,1.47,0.34,114.15,94.5643,1.0,1.0,1,0,1,0,0,1.0,36.39
42.93,2.0,3.24,0.54,0.14,119.84,43.19980000000001,1.0,1.1,0,0,0,0,0,1.1,47.223000000000006
20.46,1.0,4.08,1.3,0.39,88.6,65.232,1.0,1.0,1,0,1,0,0,1.0,20.46
33.74,4.0,4.97,0.92,0.42,48.47,56.3682,1.15,1.25,0,0,0,0,1,1.4375,48.501250000000006
11.04,2.0,2.83,0.59,0.38,5.93,11.596999999999998,1.0,1.25,0,1,1,1,1,1.25,13.799999999999999
15.36,1.0,3.49,0.74,0.34,6.06,16.9168,1.0,1.0,0,0,0,0,0,1.0,15.36
44.92,2.0,2.99,1.84,0.28,57.97,101.8744,1.0,1.0,1,0,1,0,0,1.0,44.92
1.64,3.0,3.32,1.53,0.44,61.16,32.7396,1.0,1.0,0,0,0,0,0,1.0,1.64
5.19,4.0,4.57,0.87,0.48,7.6,12.7333,1.15,1.0,0,1,1,0,0,1.15,5.9685
11.19,3.0,4.05,0.6,0.3,84.0,35.964,1.0,1.0,0,0,0,0,0,1.0,11.19
2.3,1.0,3.52,1.54,0.47,38.81,26.4327,1.3,1.1,1,0,1,1,1,1.4300000000000002,3.289
9.89,2.0,2.61,1.36,0.33,69.39,38.95910000000001,1.3,1.0,0,1,1,0,1,1.3,12.857000000000001
29.57,3.0,4.62,1.11,0.32,39.61,50.117900000000006,1.0,1.0,0,0,0,0,0,1.0,29.57
21.65,3.0,2.18,1.05,0.29,24.22,31.6941,1.0,1.25,0,1,1,0,1,1.25,27.0625
44.74,1.0,4.67,0.83,0.18,51.82,51.1318,1.15,1.1,1,0,1,0,0,1.265,56.5961
41.05,2.0,2.99,1.5,0.1,31.71,67.736,1.3,1.25,0,0,0,0,1,1.625,66.70625
17.75,4.0,3.52,1.96,0.2,66.5,51.03,1.0,1.0,0,0,0,0,0,1.0,17.75
13.71,3.0,3.54,0.76,0.3,27.87,22.3206,1.0,1.0,0,0,0,0,0,1.0,13.71
19.6,3.0,4.82,1.4,0.29,63.47,48.127500000000005,1.0,1.1,1,0,1,0,0,1.1,21.560000000000002
14.14,4.0,3.06,1.22,0.49,82.16,59.8622,1.0,1.0,0,1,1,0,0,1.0,14.14
31.58,1.0,4.57,0.88,0.24,91.7,54.3684,1.15,1.1,0,0,0,1,0,1.265,39.948699999999995
21.06,3.0,3.19,1.74,0.28,17.7,44.7904,1.0,1.1,0,0,0,1,0,1.1,23.166
28.05,1.0,2.6,1.23,0.15,58.8,45.9215,1.0,1.1,0,0,0,0,0,1.1,30.855000000000004
22.37,3.0,3.27,1.32,0.12,13.15,34.376400000000004,1.0,1.1,0,1,1,0,0,1.1,24.607000000000003
15.43,3.0,3.16,0.96,0.41,73.79,48.2267,1.0,1.1,0,1,1,1,0,1.1,16.973000000000003
47.47,1.0,4.75,1.22,0.33,35.41,52.9872,1.0,1.0,0,0,0,1,0,1.0,47.47
38.42,1.0,4.29,0.63,0.4,65.68,54.76660000000001,1.0,1.0,0,0,0,0,0,1.0,38.42
7.87,2.0,3.52,1.57,0.16,64.51,26.1975,1.0,1.0,0,0,0,0,0,1.0,7.87
24.88,2.0,3.4,1.54,0.2,68.14,55.3432,1.0,1.25,1,0,1,1,1,1.25,31.099999999999998
44.83,3.0,2.17,1.09,0.19,72.04,64.7223,1.3,1.1,0,0,0,1,1,1.4300000000000002,64.10690000000001
40.19,1.0,2.79,1.12,0.1,51.19,52.9218,1.0,1.1,0,0,0,0,0,1.1,44.209
21.84,4.0,3.31,1.2,0.15,114.14,46.639,1.0,1.0,0,1,1,0,0,1.0,21.84
2.1,3.0,3.52,1.05,0.22,94.38,25.4386,1.0,1.0,1,0,1,1,0,1.0,2.1
14.17,4.0,4.84,0.65,0.15,37.82,19.7235,1.3,1.0,0,0,0,1,1,1.3,18.421
27.54,1.0,4.3,0.96,0.49,102.08,80.7576,1.0,1.0,0,0,0,1,0,1.0,27.54
32.04,3.0,3.52,1.5,0.22,54.73,62.9006,1.0,1.0,0,0,0,1,0,1.0,32.04
13.64,4.0,3.77,1.5,0.15,100.3,39.275,1.15,1.1,1,0,1,0,0,1.265,17.2546
7.83,4.0,4.16,0.93,0.18,99.63,29.3753,1.0,1.1,0,0,0,0,0,1.1,8.613000000000001
41.91,2.0,4.82,1.19,0.34,26.72,63.7777,1.0,1.1,0,0,0,0,0,1.1,46.101
49.24,2.0,4.64,0.79,0.13,85.63,54.67150000000001,1.0,1.1,0,0,0,0,0,1.1,54.16400000000001
26.76,2.0,3.55,0.82,0.44,38.42,42.398,1.0,1.25,0,0,0,0,1,1.25,33.45
9.41,3.0,4.32,0.53,0.48,39.21,28.1281,1.0,1.0,0,0,0,1,0,1.0,9.41
14.34,1.0,3.69,1.85,0.29,61.86,38.035,1.15,1.0,0,1,1,0,0,1.15,16.491
1.9,1.0,3.66,0.82,0.28,88.44,29.9812,1.0,1.0,1,0,1,1,0,1.0,1.9
6.77,2.0,2.38,0.92,0.36,5.1,10.4444,1.0,1.25,0,0,0,1,1,1.25,8.462499999999999
25.83,2.0,3.59,0.69,0.27,87.25,47.33,1.15,1.0,1,0,1,0,0,1.15,29.704499999999996
14.43,4.0,2.81,1.46,0.21,24.69,29.0627,1.0,1.25,1,0,1,0,1,1.25,18.0375
28.15,2.0,2.06,0.61,0.18,17.02,22.2951,1.0,1.25,0,0,0,0,1,1.25,35.1875
32.92,4.0,4.17,0.7,0.36,32.31,38.8456,1.0,1.0,0,1,1,0,0,1.0,32.92
25.83,1.0,2.1,1.47,0.27,48.69,76.48649999999999,1.3,1.0,0,1,1,1,1,1.3,33.579
11.11,3.0,3.79,1.01,0.17,59.73,25.1652,1.0,1.1,0,1,1,1,0,1.1,12.221
1.54,3.0,3.62,1.56,0.38,10.13,9.8718,1.0,1.25,0,0,0,0,1,1.25,1.925
7.71,3.0,4.91,1.22,0.33,116.62,53.726,1.0,1.0,0,0,0,0,0,1.0,7.71
45.1,3.0,3.52,0.88,0.44,87.35,81.572,1.0,1.1,1,0,1,0,0,1.1,49.61000000000001
43.82,4.0,2.19,1.48,0.15,42.17,73.3691,1.0,1.0,0,0,0,0,0,1.0,43.82
30.27,4.0,3.66,0.67,0.41,41.65,41.0174,1.0,1.1,0,0,0,1,0,1.1,33.297000000000004
30.43,2.0,4.52,1.3,0.37,56.58,65.0136,1.0,1.1,1,0,1,1,0,1.1,33.473
33.59,4.0,4.99,1.16,0.15,77.02,55.5074,1.0,1.1,1,0,1,0,0,1.1,36.949000000000005
9.59,2.0,3.29,0.9,0.38,21.83,20.2164,1.0,1.25,0,0,0,1,1,1.25,11.9875
45.81,2.0,3.52,1.41,0.28,26.73,75.03649999999999,1.0,1.25,0,1,1,0,1,1.25,57.2625
21.52,3.0,4.72,1.81,0.48,103.83,93.5096,1.15,1.25,0,0,0,1,1,1.4375,30.935
19.77,4.0,2.57,2.0,0.16,34.47,47.6252,1.0,1.0,0,0,0,0,0,1.0,19.77
26.43,4.0,3.85,1.41,0.36,48.72,58.65549999999999,1.0,1.1,0,0,0,1,0,1.1,29.073
3.3,2.0,3.22,1.11,0.25,105.2,33.183,1.0,1.0,0,0,0,1,0,1.0,3.3
9.15,2.0,2.12,0.84,0.48,81.26,48.8108,1.3,1.1,0,0,0,0,1,1.4300000000000002,13.084500000000002
37.16,1.0,3.04,0.89,0.23,44.3,46.3014,1.3,1.1,0,1,1,1,1,1.4300000000000002,53.1388
5.06,1.0,2.8,1.22,0.48,83.63,49.11559999999999,1.0,1.1,1,0,1,0,0,1.1,5.566
25.83,2.0,4.06,1.05,0.46,7.26,39.4771,1.0,1.1,0,0,0,0,0,1.1,28.413
13.02,1.0,4.85,1.87,0.29,89.6,48.0134,1.0,1.25,0,1,1,0,1,1.25,16.275
20.08,1.0,2.8,1.05,0.42,61.86,49.5082,1.0,1.0,0,0,0,1,0,1.0,20.08
15.15,2.0,4.43,1.06,0.5,98.52,69.749,1.0,1.0,0,0,0,1,0,1.0,15.15
18.43,2.0,2.17,1.08,0.2,114.78,45.03040000000001,1.0,1.0,0,0,0,1,0,1.0,18.43
36.23,4.0,3.61,1.22,0.27,61.86,97.1094,1.15,1.0,1,0,1,1,0,1.15,41.66449999999999
15.56,2.0,2.21,1.48,0.29,109.57,59.2055,1.15,1.0,0,0,0,0,0,1.15,17.894
28.75,2.0,4.8,1.42,0.22,63.9,59.68299999999999,1.15,1.25,0,0,0,1,1,1.4375,41.328125
24.33,3.0,4.3,1.0,0.11,46.42,33.7362,1.0,1.25,1,0,1,0,1,1.25,30.412499999999998
25.83,4.0,3.97,1.73,0.19,58.48,73.0708,1.0,1.25,1,0,1,0,1,1.25,32.287499999999994
46.9,4.0,4.47,0.56,0.21,84.34,48.44540000000001,1.0,1.25,0,1,1,0,1,1.25,58.625
36.9,4.0,3.94,1.81,0.28,106.66,100.5938,1.0,1.0,1,0,1,1,0,1.0,36.9
11.53,3.0,4.91,1.27,0.17,61.86,24.4491,1.15,1.0,0,0,0,1,0,1.15,13.259499999999997
2.53,2.0,4.14,1.1,0.45,110.59,56.688500000000005,1.0,1.1,1,0,1,0,0,1.1,2.783
13.85,4.0,4.77,1.25,0.38,98.75,59.6075,1.0,1.1,0,0,0,0,0,1.1,15.235000000000001
3.52,1.0,2.35,1.22,0.36,106.23,42.4232,1.0,1.0,0,0,0,0,0,1.0,3.52
25.32,4.0,3.58,1.81,0.36,37.19,62.7976,1.15,1.1,0,1,1,1,0,1.265,32.029799999999994
30.25,2.0,2.38,1.17,0.48,17.18,46.0189,1.0,1.1,0,1,1,1,0,1.1,33.275000000000006
17.38,2.0,3.78,1.01,0.1,17.91,23.1248,1.15,1.0,1,0,1,0,0,1.15,19.987
38.77,1.0,3.45,0.71,0.2,38.49,38.6747,1.0,1.1,0,1,1,0,0,1.1,42.647000000000006
6.22,4.0,3.87,1.16,0.47,75.63,46.6313,1.0,1.1,0,0,0,1,0,1.1,6.8420000000000005
4.68,4.0,2.03,1.24,0.47,97.5,53.6582,1.15,1.1,0,0,0,1,0,1.265,5.9201999999999995
36.68,4.0,2.58,1.11,0.39,108.41,85.5747,1.0,1.0,1,0,1,0,0,1.0,36.68
25.28,3.0,3.47,1.52,0.29,76.73,73.3549,1.3,1.1,1,0,1,1,1,1.4300000000000002,36.150400000000005
34.73,4.0,4.85,1.13,0.14,5.65,44.88589999999999,1.0,1.0,0,1,1,0,0,1.0,34.73
22.31,2.0,3.15,1.94,0.31,26.43,54.6247,1.0,1.0,0,0,0,0,0,1.0,22.31
13.07,2.0,3.27,1.4,0.19,16.47,24.6973,1.0,1.1,0,0,0,1,0,1.1,14.377
41.14,3.0,4.14,1.71,0.17,46.78,82.44200000000001,1.15,1.1,0,1,1,1,0,1.265,52.0421
40.17,3.0,3.81,0.66,0.42,62.66,56.6394,1.0,1.0,0,1,1,0,0,1.0,40.17
14.34,1.0,3.23,1.01,0.29,45.07,30.7837,1.0,1.1,0,0,0,0,0,1.1,15.774000000000001
25.83,3.0,2.65,1.35,0.29,25.61,55.3348,1.0,1.1,1,0,1,0,0,1.1,28.413
18.69,3.0,4.9,1.79,0.17,79.41,51.8548,1.0,1.1,0,1,1,0,0,1.1,20.559000000000005
5.49,4.0,2.39,0.62,0.49,58.39,34.4049,1.0,1.1,0,0,0,1,0,1.1,6.039000000000001
45.95,4.0,3.12,0.61,0.29,61.96,62.12950000000001,1.0,1.1,0,0,0,0,0,1.1,50.54500000000001
7.7,3.0,2.08,1.78,0.29,54.18,33.1236,1.15,1.0,1,0,1,0,0,1.15,8.854999999999999
47.56,1.0,2.67,0.82,0.17,114.94,61.209,1.0,1.0,1,0,1,0,0,1.0,47.56
22.85,3.0,4.34,1.22,0.23,29.69,45.44370000000001,1.0,1.1,1,0,1,1,0,1.1,25.135000000000005
